MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,PoolArea,SaleCondition,SalePrice
50,RL,11767,Inside,1Fam,6,1946,1995,MetalSd,0.0,768.0,432,1,3,1,0,240.0,0,Normal,130500.0
70,RH,12155,Inside,1Fam,8,1925,1950,Wd Sdng,0.0,672.0,672,2,4,1,0,400.0,0,Normal,140000.0
70,RM,10440,Inside,1Fam,8,1904,2002,MetalSd,0.0,650.0,581,2,3,1,1,686.0,0,Normal,157500.0
80,RL,9020,Inside,1Fam,7,1966,1966,HdBoard,539.0,1127.0,0,1,3,1,0,490.0,0,Normal,174900.0
90,RL,8000,Corner,Duplex,4,1961,1961,BrkFace,0.0,1800.0,0,2,6,2,0,0.0,0,Normal,141000.0
50,RM,12665,Inside,1Fam,8,1915,1950,Wd Sdng,0.0,876.0,540,1,4,1,1,720.0,0,Normal,153900.0
85,RL,16647,CulDSac,1Fam,5,1975,1981,HdBoard,0.0,1390.0,0,2,3,1,2,611.0,0,Normal,171000.0
60,RL,9317,Inside,1Fam,5,1993,1993,HdBoard,0.0,740.0,769,2,3,1,1,425.0,0,Normal,213000.0
20,RL,15523,CulDSac,1Fam,6,1972,1972,HdBoard,0.0,864.0,0,1,3,1,1,338.0,0,Normal,133500.0
50,RL,45600,Inside,1Fam,8,1908,1997,Wd Sdng,0.0,907.0,1051,3,5,1,1,360.0,0,Normal,240000.0
80,RL,9600,FR2,1Fam,7,1976,1994,Plywood,0.0,528.0,761,2,3,1,1,512.0,0,Normal,187000.0
120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,848.0,0,1,1,1,0,420.0,0,Normal,131500.0
120,RL,3196,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1273.0,0,2,2,1,1,400.0,0,Normal,215000.0
75,RL,7128,Inside,1Fam,5,1941,1950,MetalSd,0.0,918.0,728,2,4,1,2,240.0,0,Normal,164000.0
80,RL,12095,Corner,1Fam,6,1964,1964,MetalSd,0.0,1127.0,0,1,3,1,1,645.0,0,Normal,158000.0
20,RL,17920,Inside,1Fam,4,1955,1974,Wd Sdng,1085.0,1763.0,0,1,3,1,1,454.0,0,Abnorml,170000.0
20,RL,6897,Corner,1Fam,8,1962,2010,HdBoard,0.0,1040.0,0,1,3,1,0,260.0,0,Normal,127000.0
80,RL,10970,Inside,1Fam,6,1978,1978,Plywood,435.0,940.0,0,1,3,1,0,576.0,0,Normal,147000.0
60,RL,8125,Inside,1Fam,5,1994,1995,HdBoard,0.0,702.0,779,2,3,1,1,343.0,0,Normal,174000.0
20,RL,10400,Inside,1Fam,5,1976,1976,HdBoard,0.0,1090.0,0,2,3,1,1,479.0,0,Family,152000.0
60,RL,11029,Corner,1Fam,7,1968,1984,HdBoard,0.0,1054.0,1142,2,4,1,1,619.0,0,Normal,250000.0
50,RL,7642,Corner,1Fam,8,1918,1998,Wd Sdng,0.0,912.0,514,1,3,1,1,216.0,0,Normal,189950.0
190,RL,11625,Inside,2fmCon,4,1965,1965,Plywood,0.0,1039.0,0,1,3,1,0,504.0,0,Normal,131500.0
20,RL,9672,Corner,1Fam,5,1984,1985,HdBoard,0.0,1040.0,0,2,3,1,0,480.0,0,Normal,152000.0
20,RL,7931,Inside,1Fam,5,1959,1959,BrkFace,0.0,1148.0,0,1,3,1,0,672.0,0,Normal,132500.0
20,FV,8640,Inside,1Fam,5,2007,2008,VinylSd,0.0,1372.0,0,2,3,1,0,529.0,0,Partial,250580.0
20,RL,8750,Inside,1Fam,6,1970,1970,MetalSd,0.0,1002.0,0,1,3,1,0,902.0,0,Normal,148500.0
20,RL,10656,Inside,1Fam,5,2006,2007,VinylSd,0.0,1638.0,0,2,3,1,1,870.0,0,Partial,248900.0
20,RL,6970,Corner,1Fam,5,1961,1961,VinylSd,0.0,1040.0,0,1,3,1,0,544.0,0,Normal,129000.0
60,RL,14762,Corner,1Fam,6,1948,1950,Plywood,0.0,0.0,720,2,2,1,1,672.0,0,Normal,169000.0
60,RL,9938,Inside,1Fam,5,1993,1994,MetalSd,0.0,1050.0,887,2,3,1,1,574.0,0,Normal,236000.0
20,RL,6600,Inside,1Fam,5,1962,1962,MetalSd,0.0,894.0,0,1,2,1,0,308.0,0,Normal,109500.0
60,RL,8750,Inside,1Fam,5,1998,1998,VinylSd,0.0,804.0,878,2,3,1,0,523.0,0,Normal,200500.0
20,RL,8892,Corner,1Fam,7,1953,1996,WdShing,0.0,105.0,0,1,3,1,0,414.0,0,Normal,116000.0
40,RL,12144,Inside,1Fam,7,1949,1950,HdBoard,0.0,832.0,0,1,3,1,1,288.0,0,Normal,133000.0
50,RM,5720,Inside,1Fam,6,1941,1950,Wd Sdng,0.0,676.0,455,1,3,1,0,200.0,0,Abnorml,66500.0
60,FV,9000,Inside,1Fam,5,2007,2007,CemntBd,0.0,1184.0,1426,2,4,1,1,550.0,0,Partial,303477.0
20,RL,25286,Inside,1Fam,5,1963,1963,HdBoard,0.0,1064.0,0,1,3,1,0,648.0,0,Normal,132250.0
60,RL,8834,Inside,1Fam,5,2004,2005,VinylSd,0.0,1462.0,762,2,4,1,1,738.0,0,Normal,350000.0
85,RL,11782,Inside,1Fam,7,1961,1995,HdBoard,0.0,1109.0,0,1,3,1,0,576.0,0,Normal,148000.0
20,RL,7000,CulDSac,1Fam,8,1978,2005,VinylSd,0.0,864.0,0,1,3,1,0,336.0,0,Normal,136500.0
20,RL,7024,Inside,1Fam,5,2005,2006,VinylSd,0.0,1090.0,0,1,2,1,0,450.0,0,Normal,157000.0
50,RL,13758,CulDSac,1Fam,5,1990,1991,HdBoard,0.0,1156.0,530,2,3,1,1,400.0,0,Normal,187500.0
60,RL,9636,Corner,1Fam,5,1992,1993,VinylSd,0.0,808.0,785,2,3,1,1,389.0,0,Normal,178000.0
75,RL,6204,Inside,1Fam,5,1912,1950,Wd Sdng,0.0,795.0,795,1,5,1,0,440.0,0,Normal,118500.0
20,RL,7150,Inside,1Fam,5,1967,1967,HdBoard,0.0,892.0,0,1,3,1,0,288.0,0,Normal,100000.0
120,FV,5119,CulDSac,TwnhsE,5,1999,2000,MetalSd,0.0,1698.0,0,2,2,1,1,506.0,0,Abnorml,328900.0
90,RL,8393,Corner,Duplex,5,1959,2005,MetalSd,0.0,1626.0,0,2,4,2,0,588.0,0,Family,145000.0
50,RL,16466,Inside,1Fam,7,1955,1955,MetalSd,0.0,816.0,521,1,3,1,0,300.0,0,Normal,135500.0
20,RL,15865,Inside,1Fam,6,1970,1970,Wd Sdng,823.0,2217.0,0,2,4,1,1,621.0,0,Normal,268000.0
20,RL,12160,Inside,1Fam,4,1953,1953,Wd Sdng,0.0,1505.0,0,1,2,1,1,505.0,0,Normal,149500.0
50,RL,8064,Corner,1Fam,7,1949,2006,MetalSd,0.0,672.0,252,1,3,1,1,576.0,0,Normal,122900.0
60,RL,11184,Inside,1Fam,5,1978,1978,HdBoard,500.0,918.0,765,2,3,1,1,440.0,0,Normal,172500.0
20,RL,8414,Inside,1Fam,8,1963,2003,HdBoard,0.0,1059.0,0,1,3,1,0,264.0,0,Normal,154500.0
20,RL,13284,Inside,1Fam,5,1954,1954,Wd Sdng,0.0,1383.0,0,1,3,1,1,354.0,0,Normal,165000.0
90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0.0,0.0,0,2,4,2,0,400.0,0,Alloca,118858.0
60,RL,7056,Inside,1Fam,5,1963,1963,HdBoard,0.0,780.0,813,1,4,1,1,483.0,0,Normal,140000.0
30,RM,8765,Inside,1Fam,6,1936,1950,Wd Sdng,0.0,951.0,0,1,2,1,0,327.0,0,Abnorml,106500.0
90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0.0,0.0,1120,2,6,2,0,528.0,0,Alloca,142953.0
20,RL,12919,Inside,1Fam,5,2009,2010,VinylSd,0.0,2330.0,0,2,2,1,2,820.0,0,Partial,611657.0
20,RL,6993,Inside,1Fam,7,1961,1994,HdBoard,0.0,912.0,0,1,3,1,1,288.0,0,Normal,135000.0
20,RL,7340,Inside,1Fam,6,1971,1971,HdBoard,0.0,858.0,0,1,2,1,0,684.0,0,Normal,110000.0
20,RL,8712,Inside,1Fam,7,1957,2000,MetalSd,0.0,992.0,0,1,2,1,0,756.0,0,Normal,153000.0
60,RL,7875,Inside,1Fam,5,2003,2003,VinylSd,0.0,783.0,702,2,3,1,1,393.0,0,Normal,180000.0
20,RL,14859,CulDSac,1Fam,5,2006,2006,VinylSd,0.0,1670.0,0,2,3,1,1,690.0,0,Partial,240000.0
20,RL,6173,Inside,1Fam,6,1967,1967,HdBoard,0.0,876.0,0,1,3,1,0,288.0,0,Normal,125500.0
20,RL,9920,Inside,1Fam,5,1954,1954,HdBoard,290.0,1056.0,0,1,3,1,0,280.0,0,Normal,128000.0
20,RL,13501,Corner,1Fam,5,2006,2006,VinylSd,0.0,1623.0,0,2,3,1,1,865.0,0,Normal,255000.0
50,RL,11500,Inside,1Fam,7,1936,1987,BrkFace,0.0,1017.0,1037,1,3,1,1,180.0,0,Normal,250000.0
20,RL,8885,Inside,1Fam,5,1983,1983,HdBoard,324.0,864.0,0,1,2,1,0,484.0,0,Normal,131000.0
60,RL,12589,Inside,1Fam,5,2005,2005,VinylSd,0.0,742.0,742,2,3,1,1,390.0,0,Normal,174000.0
90,RL,11600,Corner,Duplex,5,1960,1960,MetalSd,0.0,1105.0,1169,2,5,2,0,480.0,0,Normal,154300.0
20,RL,9286,CulDSac,1Fam,7,1977,1989,HdBoard,0.0,1268.0,0,1,3,1,0,252.0,0,Normal,143500.0
30,RM,6120,Inside,1Fam,7,1925,1950,MetalSd,0.0,768.0,0,1,3,1,0,450.0,0,Abnorml,88000.0
90,RH,6270,Inside,Duplex,6,1949,1950,MetalSd,0.0,1001.0,1001,2,4,2,0,871.0,0,Normal,145000.0
160,FV,3000,Inside,TwnhsE,5,2009,2009,VinylSd,0.0,612.0,612,2,2,1,0,528.0,0,Partial,173733.0
160,RM,2001,Inside,Twnhs,5,1970,1970,CemntBd,0.0,546.0,546,1,3,1,0,286.0,0,Normal,75000.0
20,C (all),9000,Inside,1Fam,3,1949,1950,AsbShng,0.0,480.0,0,0,1,1,0,308.0,0,Abnorml,35311.0
20,RL,17140,Inside,1Fam,6,1956,1956,VinylSd,0.0,1134.0,0,1,3,1,0,284.0,0,Normal,135000.0
60,RL,13125,Corner,1Fam,5,1991,1991,HdBoard,634.0,1104.0,1215,2,4,1,1,833.0,0,Normal,238000.0
20,RL,11029,Corner,1Fam,8,1958,2002,MetalSd,411.0,1184.0,0,1,3,1,1,601.0,0,Normal,176500.0
60,RL,8462,Inside,1Fam,5,1994,1994,HdBoard,0.0,928.0,785,2,3,1,0,471.0,0,Normal,201000.0
90,RL,8777,Inside,Duplex,7,1900,2003,MetalSd,0.0,1272.0,928,2,4,2,0,0.0,0,Normal,145900.0
20,RL,10237,Inside,1Fam,5,2005,2006,VinylSd,0.0,1316.0,0,2,3,1,1,397.0,0,Partial,169990.0
120,RL,8012,Inside,TwnhsE,5,1993,1994,Plywood,841.0,1604.0,0,2,2,1,1,533.0,0,Normal,193000.0
20,RL,10240,Inside,1Fam,6,1980,1980,Plywood,1061.0,1686.0,0,2,3,1,1,612.0,0,Normal,207500.0
20,RL,15611,Corner,1Fam,6,1977,1977,VinylSd,93.0,1126.0,0,2,3,1,0,540.0,0,Abnorml,175000.0
60,RL,11999,Inside,1Fam,5,2003,2004,VinylSd,0.0,1181.0,1140,2,4,1,1,656.0,0,Normal,285000.0
60,RL,9900,Inside,1Fam,5,1968,1968,MetalSd,0.0,832.0,880,2,4,1,1,486.0,0,Normal,176000.0
20,RL,11838,Inside,1Fam,5,2001,2001,VinylSd,0.0,1753.0,0,2,3,1,1,522.0,0,Normal,236500.0
60,RL,13006,Corner,1Fam,5,1997,1997,HdBoard,0.0,964.0,1243,2,4,1,1,642.0,0,Normal,222000.0
20,RL,8925,Inside,1Fam,5,2007,2007,VinylSd,0.0,1466.0,0,2,3,1,0,610.0,0,Normal,201000.0
20,RL,9100,Inside,1Fam,6,1965,1965,VinylSd,466.0,925.0,0,1,2,1,0,429.0,0,Normal,117500.0
20,RL,11670,Corner,1Fam,5,2006,2006,VinylSd,0.0,1905.0,0,2,3,1,1,788.0,0,Normal,320000.0
20,RL,8487,FR2,1Fam,5,2004,2004,VinylSd,0.0,1500.0,0,2,3,1,0,570.0,0,Normal,190000.0
20,RL,27650,Inside,1Fam,7,1960,2007,Wd Sdng,0.0,585.0,0,2,4,1,1,505.0,0,Normal,242000.0
30,RL,5825,Inside,1Fam,5,1926,1953,MetalSd,0.0,600.0,0,1,1,1,0,528.0,0,Normal,79900.0
20,RL,10083,Inside,1Fam,5,2003,2003,VinylSd,0.0,1176.0,0,2,2,1,0,555.0,0,Normal,184900.0
60,RL,9675,Inside,1Fam,5,2005,2005,VinylSd,0.0,1113.0,858,2,3,1,1,689.0,0,Normal,253000.0
60,RL,8760,Inside,1Fam,5,2006,2006,VinylSd,0.0,1391.0,571,2,3,1,0,868.0,0,Partial,239799.0
70,RL,24090,Inside,1Fam,7,1940,1950,MetalSd,0.0,1032.0,1196,2,4,1,2,349.0,0,Normal,244400.0
90,RL,12640,Inside,Duplex,5,1976,1976,Plywood,396.0,1728.0,0,2,4,2,0,574.0,0,Normal,150900.0
60,RL,8755,FR2,1Fam,5,1999,1999,VinylSd,0.0,992.0,1038,2,3,1,1,390.0,0,Normal,214000.0
90,RL,7711,Inside,Duplex,3,1977,1977,MetalSd,0.0,1440.0,0,2,4,2,0,0.0,0,Abnorml,150000.0
90,RL,25000,Inside,Duplex,4,1967,1967,HdBoard,0.0,1632.0,0,2,4,2,0,576.0,0,Normal,143000.0
20,RL,14375,CulDSac,1Fam,6,1958,1958,HdBoard,354.0,819.0,0,1,3,1,1,525.0,0,Abnorml,137500.0
50,RM,8820,Corner,1Fam,6,1890,1996,VinylSd,0.0,1088.0,561,1,2,1,0,456.0,0,Normal,124900.0
80,RL,8163,Inside,1Fam,6,1959,1959,HdBoard,294.0,1144.0,0,1,3,1,1,796.0,0,Normal,143000.0
20,RL,14536,Inside,1Fam,5,2002,2003,VinylSd,0.0,1616.0,0,2,3,1,1,808.0,0,Normal,270000.0
60,RL,14006,Inside,1Fam,5,2002,2002,VinylSd,0.0,936.0,840,2,3,1,1,474.0,0,Normal,192500.0
20,RL,9360,Inside,1Fam,7,1972,2006,Plywood,0.0,1161.0,0,1,3,1,1,676.0,0,Normal,197500.0
20,RL,7200,Inside,1Fam,8,1950,2002,VinylSd,149.0,864.0,0,1,3,1,0,720.0,0,Normal,129000.0
20,RH,7800,Corner,1Fam,5,1965,1965,VinylSd,0.0,828.0,0,1,3,1,0,300.0,0,Abnorml,119900.0
85,RL,7200,Inside,1Fam,8,1972,2003,WdShing,0.0,768.0,0,1,2,1,0,396.0,0,Normal,133900.0
60,RL,11075,Inside,1Fam,4,1969,1969,HdBoard,193.0,784.0,800,2,4,1,1,530.0,0,Normal,172000.0
90,RL,9400,CulDSac,Duplex,5,1975,1975,WdShing,0.0,945.0,0,2,4,0,0,0.0,0,AdjLand,127500.0
90,RH,7136,Inside,Duplex,6,1946,1950,MetalSd,0.0,979.0,979,2,4,2,0,492.0,0,Normal,145000.0
160,RM,1300,Inside,TwnhsE,6,1980,1980,MetalSd,0.0,561.0,668,1,2,1,1,462.0,0,Normal,124000.0
20,RL,7420,Inside,1Fam,5,1962,1962,MetalSd,0.0,1057.0,0,1,3,1,0,576.0,0,Normal,132000.0
20,RL,8450,Inside,1Fam,5,2003,2003,VinylSd,0.0,1337.0,0,2,3,1,0,531.0,0,Normal,185000.0
160,FV,2572,FR2,Twnhs,5,1999,1999,MetalSd,0.0,696.0,720,2,3,1,0,484.0,0,Normal,155000.0
20,RL,7207,Inside,1Fam,7,1958,2008,Wd Sdng,0.0,858.0,0,1,2,1,0,0.0,0,Normal,116500.0
60,RL,12227,Corner,1Fam,7,1977,1995,HdBoard,0.0,1330.0,1330,2,4,1,1,619.0,0,Normal,272000.0
160,RL,2308,Corner,TwnhsE,6,1976,1976,Plywood,0.0,804.0,744,2,3,1,1,440.0,0,Normal,155000.0
20,RL,11923,Corner,1Fam,5,2007,2007,VinylSd,0.0,1800.0,0,2,2,1,0,702.0,0,Normal,239000.0
60,RL,11316,Corner,1Fam,5,2002,2003,VinylSd,0.0,817.0,1070,2,4,1,1,510.0,0,Normal,214900.0
60,RL,10237,Inside,1Fam,5,2005,2007,VinylSd,0.0,783.0,701,2,3,1,1,393.0,0,Partial,178900.0
50,RL,9600,Inside,1Fam,7,1940,1950,MetalSd,0.0,728.0,332,1,2,1,2,256.0,0,Normal,160000.0
20,RL,7390,Inside,1Fam,7,1955,1955,Wd Sdng,0.0,1098.0,0,1,3,1,0,260.0,0,Normal,135000.0
50,RM,5925,Inside,1Fam,6,1910,1950,VinylSd,0.0,600.0,368,1,2,1,0,0.0,0,Abnorml,37900.0
190,RL,10382,Inside,2fmCon,5,1958,1958,HdBoard,0.0,588.0,0,1,2,1,0,264.0,0,Normal,140000.0
50,RL,10800,Inside,1Fam,4,1949,1950,AsbShng,0.0,720.0,472,1,4,1,0,0.0,0,Abnorml,135000.0
160,RL,2268,Inside,Twnhs,5,2003,2004,VinylSd,0.0,764.0,862,2,2,1,0,474.0,0,Normal,173000.0
120,RL,7892,Inside,TwnhsE,5,1979,1979,Plywood,0.0,918.0,0,2,2,1,1,264.0,0,Normal,99500.0
20,FV,11639,Corner,1Fam,5,2007,2008,CemntBd,0.0,1428.0,0,2,3,1,0,480.0,0,Partial,182000.0
70,RL,11414,Corner,1Fam,8,1910,1993,HdBoard,0.0,728.0,883,1,3,1,0,532.0,0,Normal,167500.0
160,FV,2651,FR2,Twnhs,5,2000,2000,MetalSd,0.0,673.0,709,2,3,1,0,490.0,0,Normal,165000.0
30,RL,5900,Inside,1Fam,7,1923,1958,Wd Sdng,0.0,440.0,0,1,2,1,0,0.0,0,Normal,85500.0
120,FV,4274,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1241.0,0,1,1,1,0,569.0,0,Partial,199900.0
20,RL,9450,Inside,1Fam,5,1954,1954,MetalSd,0.0,894.0,0,1,3,1,0,400.0,0,Abnorml,110000.0
20,RL,8816,Corner,1Fam,6,1963,1963,VinylSd,0.0,1121.0,0,1,3,1,0,480.0,0,Normal,139000.0
85,RL,12122,Corner,1Fam,9,1961,2007,CemntBd,0.0,944.0,0,1,3,1,0,588.0,0,Normal,178400.0
60,RL,12203,Corner,1Fam,5,1998,1999,VinylSd,0.0,1225.0,1336,2,4,1,1,676.0,0,Normal,336000.0
20,RL,3182,Inside,1Fam,5,2007,2007,VinylSd,0.0,1266.0,0,2,2,1,1,388.0,0,Normal,159895.0
60,RL,11250,Corner,1Fam,5,2002,2002,CemntBd,0.0,1128.0,1141,2,4,1,1,779.0,0,Normal,255900.0
90,RL,10125,Inside,Duplex,5,1977,1977,Plywood,0.0,0.0,432,2,4,2,0,539.0,0,Normal,126000.0
190,RL,10880,Inside,2fmCon,5,1950,1950,MetalSd,0.0,1164.0,0,1,3,1,0,240.0,0,Normal,125000.0
50,RM,5310,Corner,1Fam,8,1910,2003,VinylSd,0.0,485.0,634,1,2,1,0,255.0,0,Normal,117000.0
20,RL,10159,Inside,1Fam,5,2009,2010,VinylSd,0.0,1930.0,0,2,3,1,1,606.0,0,Partial,395192.0
60,RL,12046,Inside,1Fam,6,1976,1976,Plywood,0.0,848.0,912,2,4,1,1,551.0,0,Normal,195000.0
60,FV,8125,Inside,1Fam,5,2006,2006,VinylSd,0.0,770.0,798,2,3,1,0,614.0,0,Partial,197000.0
60,RL,9452,Inside,1Fam,5,1997,1998,VinylSd,0.0,1396.0,985,2,3,1,1,870.0,0,Normal,348000.0
70,RM,17671,Corner,1Fam,9,1882,1986,Wd Sdng,0.0,916.0,826,1,4,1,1,424.0,0,Normal,168000.0
60,RL,9760,Inside,1Fam,8,1964,1993,Wd Sdng,117.0,822.0,831,2,3,1,1,440.0,0,Normal,187000.0
60,RL,8846,Inside,1Fam,5,2005,2006,VinylSd,0.0,750.0,750,2,3,1,0,564.0,0,Partial,173900.0
20,RL,12456,FR2,1Fam,5,2006,2007,CemntBd,0.0,1700.0,0,2,3,1,1,786.0,0,Normal,337500.0
50,RL,4712,Inside,1Fam,7,1946,1950,MetalSd,0.0,747.0,456,1,3,1,0,305.0,0,Abnorml,121600.0
20,RL,10659,Inside,1Fam,6,1961,1961,Wd Sdng,0.0,1050.0,0,1,3,1,0,368.0,0,Normal,136500.0
20,RL,11717,Inside,1Fam,6,1970,1970,HdBoard,0.0,1442.0,0,2,2,1,1,615.0,0,Normal,185000.0
30,RM,9786,Inside,1Fam,4,1922,1950,Wd Sdng,0.0,1007.0,0,1,3,1,1,210.0,0,Normal,91000.0
20,RL,6762,Inside,1Fam,5,2006,2006,VinylSd,0.0,1187.0,0,2,2,1,0,632.0,0,Normal,206000.0
20,RL,10206,Corner,1Fam,3,1952,1952,BrkComm,0.0,0.0,0,1,2,1,0,528.0,0,Normal,82000.0
30,RL,5400,Corner,1Fam,6,1920,1950,Wd Sdng,0.0,691.0,0,1,2,1,0,216.0,0,Abnorml,86000.0
20,RL,11957,Inside,1Fam,5,2006,2006,VinylSd,0.0,1574.0,0,2,3,1,1,824.0,0,Normal,232000.0
90,RL,11500,Corner,Duplex,6,1976,1976,VinylSd,0.0,1680.0,0,2,4,2,0,528.0,0,Normal,136905.0
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1346.0,0,2,1,1,1,457.0,0,Normal,181000.0
80,RL,8385,Inside,1Fam,8,1977,1977,HdBoard,0.0,985.0,0,2,3,1,0,328.0,0,Normal,149900.0
20,RL,12155,Inside,1Fam,3,1970,1970,Plywood,0.0,1657.0,0,2,3,1,1,484.0,0,Normal,163500.0
160,RM,2217,Inside,TwnhsE,4,1970,1970,CemntBd,273.0,546.0,546,1,3,1,0,286.0,0,Normal,88000.0
20,RL,12118,CulDSac,1Fam,5,2004,2005,VinylSd,0.0,1710.0,0,2,3,1,1,550.0,0,Normal,240000.0
50,RL,6000,Inside,1Fam,5,1926,1950,Wd Sdng,0.0,1008.0,0,2,4,1,0,0.0,0,Normal,102000.0
50,RL,21286,Inside,1Fam,5,1948,1950,Wd Sdng,0.0,720.0,551,2,4,1,1,312.0,0,Normal,135000.0
90,RL,9825,Inside,Duplex,5,1965,1965,AsphShn,0.0,0.0,0,2,4,2,0,0.0,0,Normal,100000.0
70,RL,10592,Inside,1Fam,7,1923,1996,Wd Sdng,0.0,602.0,602,1,3,1,2,180.0,0,Normal,165000.0
30,RM,7200,Inside,1Fam,4,1910,2006,MetalSd,465.0,1022.0,0,1,2,1,0,280.0,0,Normal,85000.0
20,RL,11664,Inside,1Fam,5,1948,1950,MetalSd,0.0,1082.0,0,1,2,1,1,240.0,0,Normal,119200.0
60,RL,8400,Inside,1Fam,6,2001,2001,VinylSd,0.0,810.0,855,2,3,1,0,528.0,0,Normal,227000.0
20,RL,11883,Inside,1Fam,5,1996,1996,VinylSd,0.0,1504.0,0,2,3,1,1,478.0,0,Normal,203000.0
120,RL,5814,CulDSac,TwnhsE,5,1984,1984,HdBoard,0.0,1220.0,0,1,1,1,1,565.0,0,Abnorml,187500.0
80,RL,10784,FR2,1Fam,5,1991,1992,HdBoard,0.0,384.0,670,2,3,1,1,402.0,0,Normal,160000.0
120,RL,3013,Inside,TwnhsE,5,2005,2005,VinylSd,0.0,1362.0,0,2,2,1,1,440.0,0,Normal,213490.0
20,RL,7024,Inside,1Fam,5,2005,2005,VinylSd,0.0,1132.0,0,1,2,1,0,451.0,0,Normal,176000.0
20,RL,7406,Inside,1Fam,5,2006,2006,VinylSd,0.0,1199.0,0,2,2,1,0,632.0,0,Partial,194000.0
50,RM,9439,Inside,1Fam,5,1930,1950,Wd Sdng,0.0,912.0,336,1,2,1,0,160.0,0,Normal,87000.0
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1346.0,0,2,2,1,1,437.0,0,Normal,191000.0
20,RL,15498,Corner,1Fam,6,1976,1976,Stone,400.0,1565.0,0,2,2,1,1,665.0,0,Abnorml,287000.0
20,RL,7700,Corner,1Fam,5,1972,1972,VinylSd,468.0,882.0,0,1,3,1,0,461.0,0,Normal,112500.0
20,RL,9300,Inside,1Fam,5,1960,1960,MetalSd,0.0,1268.0,0,1,3,1,2,461.0,0,Normal,167500.0
20,RL,9520,Inside,1Fam,5,2007,2008,VinylSd,0.0,1638.0,0,2,3,1,1,800.0,0,Partial,293077.0
50,RL,9492,Inside,1Fam,5,1941,1950,WdShing,41.0,768.0,408,1,3,1,1,240.0,0,Normal,105000.0
160,RM,1680,Inside,Twnhs,7,1972,1972,HdBoard,0.0,672.0,546,1,3,1,0,264.0,0,Normal,118000.0
190,RH,7082,Inside,2fmCon,8,1916,1995,VinylSd,0.0,686.0,980,2,5,2,0,0.0,0,Normal,160000.0
75,RL,15863,Corner,1Fam,3,1920,1970,Wd Sdng,0.0,824.0,998,2,5,1,2,672.0,0,Normal,197000.0
60,RL,14541,Corner,1Fam,7,1993,1993,MetalSd,0.0,1338.0,1168,2,5,1,1,796.0,0,Abnorml,310000.0
20,RL,8125,Inside,1Fam,5,2002,2002,VinylSd,0.0,1654.0,0,2,3,1,0,900.0,0,Normal,230000.0
30,RL,6305,Inside,1Fam,7,1938,1950,MetalSd,0.0,920.0,0,1,2,1,1,240.0,0,Normal,119750.0
20,RL,11500,CulDSac,1Fam,3,1957,1957,Wd Sdng,0.0,0.0,0,1,3,1,0,290.0,0,Normal,84000.0
20,RL,12898,Inside,1Fam,5,2007,2008,VinylSd,0.0,1620.0,0,2,2,1,1,912.0,0,Normal,315500.0
60,RL,9240,Inside,1Fam,5,2001,2002,VinylSd,0.0,1055.0,1208,2,3,1,1,905.0,0,Normal,287000.0
160,RM,1533,Inside,Twnhs,6,1970,2008,CemntBd,0.0,546.0,546,1,3,1,1,0.0,0,Normal,97000.0
180,RM,1477,Inside,TwnhsE,4,1970,1970,CemntBd,0.0,630.0,0,1,1,1,0,286.0,0,Normal,80000.0
20,RL,13125,Corner,1Fam,4,1957,2000,Wd Sdng,682.0,1134.0,0,2,3,1,1,484.0,0,Normal,155000.0
60,RL,9130,Inside,1Fam,8,1966,2000,HdBoard,64.0,800.0,832,1,4,1,0,484.0,0,Normal,173000.0
120,RL,5381,Inside,Twnhs,5,2005,2005,VinylSd,0.0,1306.0,0,2,1,1,1,624.0,0,Normal,196000.0
60,RL,11839,Inside,1Fam,5,1990,1990,HdBoard,0.0,1475.0,797,2,4,1,1,514.0,0,Normal,262280.0
20,RL,9600,Inside,1Fam,5,1981,1981,BrkFace,0.0,2524.0,0,2,4,1,1,542.0,0,Normal,278000.0
20,RL,13680,CulDSac,1Fam,5,1955,1955,BrkFace,0.0,0.0,0,2,4,1,1,452.0,0,Normal,139600.0
60,RL,16056,Inside,1Fam,5,2005,2006,CemntBd,0.0,1992.0,876,3,4,1,1,716.0,0,Partial,556581.0
20,RL,9245,Inside,1Fam,5,1994,1995,VinylSd,0.0,990.0,0,1,3,1,0,672.0,0,Normal,145000.0
20,RL,21750,Inside,1Fam,4,1960,2006,HdBoard,0.0,0.0,0,1,3,1,1,336.0,0,Normal,115000.0
20,RL,11100,Inside,1Fam,7,1946,2006,MetalSd,0.0,0.0,0,1,2,1,0,308.0,0,Abnorml,84900.0
20,RL,8993,Inside,1Fam,5,2007,2007,VinylSd,0.0,1302.0,0,2,3,1,0,436.0,0,Partial,176485.0
